year_month	vaxx_rate
2021-01	0.014875000000000001
2021-02	0.040075
2021-03	0.08844999999999999
2021-04	0.175525
2021-05	0.32498000000000005
2021-06	0.43599999999999994
2021-07	0.5710999999999999
2021-08	0.6518999999999998
2021-09	0.688925
2021-10	0.71174
2021-11	0.7338
2021-12	0.75095
2022-01	0.76062
2022-02	0.7662749999999999
2022-03	0.767825
2022-04	0.7695399999999999
2022-05	0.7706000000000001
