date	@avg := avg(stringency_index)	@stddv := stddev(stringency_index)
2021-03-18	44.85872807017547	28.395726909440587
2021-03-19	44.80390350877196	28.536699195784536
2021-03-20	44.83228070175442	28.55755161857407
2021-03-21	44.76732456140354	28.464224658084177
2021-03-22	44.826228070175475	28.406889990466038
2021-03-23	44.70442982456144	28.355403320741495
2021-03-24	44.663815789473716	28.343004906086044
2021-03-25	44.84048245614038	28.351575085962256
2021-03-26	44.9439912280702	28.42526847749141
2021-03-27	45.13692982456144	28.56508502839236
2021-03-28	45.376491228070215	28.773784425144
2021-03-29	45.52065789473688	28.748545241708207
2021-03-30	45.506535087719335	28.762261882689582
2021-03-31	45.46592105263161	28.686470289326877
2021-04-01	45.185701754386	28.640782325677478
2021-04-02	45.22622807017547	28.658020168585818
2021-04-03	45.44763157894741	28.73810894603349
2021-04-04	45.431403508771965	28.776873843515414
2021-04-05	45.72570175438599	28.819557411935065
2021-04-06	45.86776315789476	28.909553341110314
2021-04-07	45.85956140350878	28.909494749125905
2021-04-08	45.647161572052404	28.98528809593692
2021-04-09	45.73213973799127	29.0351114994989
2021-04-10	45.85139737991266	29.17302380107321
2021-04-11	45.81091703056768	29.137905900981043
2021-04-12	45.16803493449781	28.62199821340287
2021-04-13	45.00650655021835	28.696410636680618
2021-04-14	44.93371179039302	28.6407375567506
2021-04-15	44.92965065502184	28.62621400503806
2021-04-16	44.933668122270745	28.629978907112985
2021-04-17	44.982183406113535	28.636964577463573
2021-04-18	45.0832751091703	28.606310007463247
2021-04-19	44.72737991266376	28.45025865592949
2021-04-20	44.71404347826087	28.381777171090153
2021-04-21	44.81682608695651	28.373199094969845
2021-04-22	45.03421739130434	28.322976539193363
2021-04-23	45.01817391304347	28.328542407372037
2021-04-24	45.15099999999999	28.380884647026534
2021-04-25	45.14295652173913	28.374782695169824
2021-04-26	45.02626086956521	28.3626771889265
2021-04-27	44.38848484848486	28.185383041300593
2021-04-28	44.51467532467533	28.210511070366948
2021-04-29	44.769264069264075	28.359396037543718
2021-04-30	44.7652380952381	28.35047103007803
2021-05-01	44.618831168831164	28.258869992727384
2021-05-02	44.658917748917744	28.28473634461074
2021-05-03	44.6548051948052	28.363665248823754
2021-05-04	44.748917748917755	28.22082253177356
