date	stringency_avg	stringency_stddv
2021-02-03	57.124945054945016	19.45070596044314
2021-02-04	57.03598901098897	19.551567342807047
2021-02-05	57.00549450549447	19.546240203019746
2021-02-06	57.10208791208786	19.624288691049014
2021-02-07	56.979999999999954	19.523813382917513
2021-02-08	56.697692307692286	19.193743633657196
2021-02-09	56.728131868131854	19.294203873274743
2021-02-10	56.78406593406593	19.34400548757534
2021-02-11	56.68236263736263	19.311964759689342
2021-02-12	56.85532967032965	19.35180122380351
2021-02-13	56.992747252747236	19.20454768520367
2021-02-14	56.962252747252734	19.20974331769488
2021-02-15	56.94961538461536	19.01841485766426
2021-02-16	56.91131868131863	18.924797251445845
2021-02-17	56.81972527472523	19.016053149827215
2021-02-18	56.64670329670326	18.991184134909364
2021-02-19	56.70774725274722	19.05292570426293
2021-02-20	56.667032967032945	19.059833751249954
2021-02-21	56.712857142857125	19.07453407238281
2021-02-22	56.448241758241736	18.953273520116944
2021-02-23	56.671923076923065	19.18154098172624
2021-02-24	56.585494505494495	19.08650695733474
2021-02-25	56.57532967032966	19.140033663177846
2021-02-26	56.73813186813186	19.26280121882063
2021-02-27	56.76609890109889	19.26711480225842
2021-02-28	56.89103825136612	18.991206406649315
2021-03-01	56.77726775956283	18.361453630366743
2021-03-02	56.22081967213116	18.608037862671864
2021-03-03	56.32207650273225	18.54869300197669
2021-03-04	56.30688524590166	18.545592928624934
2021-03-05	56.38284153005467	18.669403203354488
2021-03-06	56.34240437158473	18.682469141828943
2021-03-07	56.200765027322426	18.742703220317424
2021-03-08	56.12480874316942	18.481653695599764
2021-03-09	56.1551912568306	18.321316553784214
2021-03-10	56.701530054644806	18.166869589018287
2021-03-11	56.924098360655734	18.16487326981276
2021-03-12	56.88617486338798	18.36003314436875
2021-03-13	56.9292349726776	18.408578882247085
2021-03-14	56.9292349726776	18.408578882247085
2021-03-15	56.68377049180327	18.155201650920244
2021-03-16	56.5701092896175	18.13726851754898
2021-03-17	56.790109289617504	18.41517840305847
2021-03-18	56.790109289617504	18.41517840305847
2021-03-19	56.72180327868855	18.728249242761738
2021-03-20	56.78754098360659	18.75236634881087
2021-03-21	56.70661202185796	18.62672081747924
2021-03-22	56.78000000000004	18.469942352151595
2021-03-23	56.62322404371588	18.468241001002667
2021-03-24	56.57262295081971	18.477169599232926
2021-03-25	56.8231147540984	18.33972285942735
2021-03-26	56.95207650273229	18.39740469504525
2021-03-27	57.19245901639349	18.509662724420927
2021-03-28	57.49092896174867	18.716377758658044
2021-03-29	57.67049180327875	18.55164433165973
2021-03-30	57.63781420765032	18.59822864908145
2021-03-31	57.58721311475414	18.485034395555108
2021-04-01	57.20770491803284	18.60608655864206
2021-04-02	57.25825136612026	18.609574485088316
2021-04-03	57.53409836065578	18.584681662408354
2021-04-04	57.51387978142081	18.67235576050193
2021-04-05	57.88054644808746	18.515744731986423
2021-04-06	58.07781420765029	18.58145463693566
2021-04-07	58.067595628415305	18.588054061193148
2021-04-08	58.05240437158469	18.560942148877302
2021-04-09	58.158743169398896	18.587237587996157
2021-04-10	58.30797814207649	18.756797405675496
2021-04-11	58.25732240437158	18.722084120473557
2021-04-12	57.473060109289605	18.26390304864098
2021-04-13	57.270928961748645	18.543832778304157
2021-04-14	57.17983606557378	18.496268283366888
2021-04-15	57.21267759562841	18.50183428921182
2021-04-16	57.19748633879781	18.4913997501476
2021-04-17	57.25819672131148	18.464632372748568
2021-04-18	57.38469945355191	18.320416983834843
2021-04-19	56.96972677595628	18.318107928152
2021-04-20	56.88652173913043	18.28878097744166
2021-04-21	57.01499999999998	18.186254424702188
2021-04-22	57.286739130434775	17.903529140118646
2021-04-23	57.266684782608685	17.928241729442785
2021-04-24	57.432717391304344	17.918130671088964
2021-04-25	57.43777173913043	17.892668189125896
2021-04-26	57.27179347826087	17.94041943491921
2021-04-27	56.76608695652175	17.840218240313195
2021-04-28	56.92451086956523	17.77992021366321
2021-04-29	57.256630434782615	17.86545833975464
2021-04-30	57.251576086956526	17.85120182943099
2021-05-01	57.06777173913043	17.79715130270503
2021-05-02	57.11809782608695	17.81351273768449
2021-05-03	57.06260869565217	17.91463543474788
2021-05-04	57.22603260869566	17.475626909791846
2021-05-05	57.18581521739131	17.44423354917118
2021-05-06	57.15559782608696	17.423785363167628
2021-05-07	57.15559782608696	17.423785363167628
2021-05-08	56.82347826086957	17.166918985855286
2021-05-09	56.876358695652186	17.277678968693984
2021-05-10	56.18184782608695	17.457969864876326
2021-05-11	55.764239130434795	17.21058336767991
2021-05-12	55.68114130434783	17.28672556508727
2021-05-13	55.633315217391306	17.23155357087269
2021-05-14	55.6333152173913	17.32305065853094
2021-05-15	55.58554347826087	17.135755896353505
2021-05-16	55.58554347826088	17.25550330386943
2021-05-17	55.36402173913043	17.159662385182305
2021-05-18	55.042054054054056	17.16196124044976
2021-05-19	55.15967567567568	17.275959672258924
2021-05-20	55.254756756756755	17.086996069249924
2021-05-21	55.17962162162161	17.055052587891627
2021-05-22	55.17962162162161	17.03505334771607
2021-05-23	55.41491891891891	16.96394638300056
2021-05-24	54.90967567567567	17.023226483096956
2021-05-25	54.9801081081081	17.04300553969723
2021-05-26	54.94762162162161	16.991675092568844
